Date,Product,Gross_Premium,Total_Incl_VAT,City,Payment_Status,Payment_Method,Policy_Start_Date,Policy_Term,Policy_Duration_Days,Policy_End_Date,Customer_ID
2025-06-24,Travel,1076.0,1269.68,Chicago,Paid,Online,2025-06-24,1Y,365,2026-06-23,CUST1508
2025-11-11,Travel,836.0,986.48,Phoenix,Failed,Online,2025-11-11,1Y,365,2026-11-10,CUST1509
2025-09-06,Medical,857.0,1011.26,Boston,Paid,Cash,2025-09-06,1Y,365,2026-09-05,CUST1510
2025-05-02,Travel,1050.0,1239.0,Phoenix,Failed,Card,2025-05-02,3M,90,2025-07-30,CUST1511
2025-03-25,Motor,978.0,1154.04,New York,Paid,Bank Transfer,2025-03-25,1Y,365,2026-03-24,CUST1512
2025-09-28,Motor,809.0,954.62,New York,Paid,Online,2025-09-28,1Y,365,2026-09-27,CUST1513
2025-05-01,Other,974.0,1149.32,Dallas,Paid,Card,2025-05-01,1Y,365,2026-04-30,CUST1514
2025-03-31,Medical,763.0,900.34,Chicago,Failed,Online,2025-03-31,1Y,365,2026-03-30,CUST1515
2025-12-05,Medical,880.0,1038.4,Los Angeles,Paid,Cash,2025-12-05,1Y,365,2026-12-04,CUST1516
2025-06-25,Medical,822.0,969.96,Los Angeles,Paid,Card,2025-06-25,1Y,365,2026-06-24,CUST1517
2025-01-18,Medical,1098.0,1295.64,Dallas,Paid,Bank Transfer,2025-01-18,1Y,365,2026-01-17,CUST1518
2025-06-30,Other,714.0,842.52,Houston,Pending,Cash,2025-06-30,1Y,365,2026-06-29,CUST1519
2025-06-17,Motor,1043.0,1230.74,Seattle,Paid,Card,2025-06-17,1Y,365,2026-06-16,CUST1520
2025-11-11,Medical,812.0,958.16,Dallas,Paid,Card,2025-11-11,1Y,365,2026-11-10,CUST1521
2025-09-17,Travel,714.0,842.52,Boston,Paid,Cash,2025-09-17,1Y,365,2026-09-16,CUST1522
2025-03-11,Travel,964.0,1137.52,Atlanta,Paid,Card,2025-03-11,1Y,365,2026-03-10,CUST1523
2025-02-24,Medical,971.0,1145.78,Los Angeles,Paid,Card,2025-02-24,3M,90,2025-05-24,CUST1524
2025-08-08,Motor,757.0,893.26,Miami,Paid,Cash,2025-08-08,1Y,365,2026-08-07,CUST1525
2025-01-18,Medical,715.0,843.7,New York,Failed,Cash,2025-01-18,1Y,365,2026-01-17,CUST1526
2025-04-27,Motor,744.0,877.92,Boston,Pending,Bank Transfer,2025-04-27,6M,180,2025-10-23,CUST1527
2025-02-20,Motor,863.0,1018.34,Los Angeles,Paid,Online,2025-02-20,1Y,365,2026-02-19,CUST1528
2025-01-08,Other,753.0,888.54,Miami,Paid,Online,2025-01-08,1Y,365,2026-01-07,CUST1529
2025-12-01,Other,981.0,1157.58,Seattle,Paid,Bank Transfer,2025-12-01,1Y,365,2026-11-30,CUST1530
2025-02-02,Medical,731.0,862.58,New York,Refunded,Card,2025-02-02,1Y,365,2026-02-01,CUST1531
2025-01-04,Travel,1016.0,1198.88,Seattle,Paid,Cash,2025-01-04,1Y,365,2026-01-03,CUST1532
2025-12-06,Motor,1050.0,1239.0,New York,Paid,Card,2025-12-06,1Y,365,2026-12-05,CUST1533
2025-03-10,Other,987.0,1164.66,Chicago,Failed,Online,2025-03-10,1Y,365,2026-03-09,CUST1534
2025-10-25,Other,1078.0,1272.04,Houston,Paid,Bank Transfer,2025-10-25,6M,180,2026-04-22,CUST1535
2025-01-12,Motor,1076.0,1269.68,Chicago,Paid,Card,2025-01-12,1Y,365,2026-01-11,CUST1536
2025-02-25,Motor,718.0,847.24,Phoenix,Paid,Bank Transfer,2025-02-25,1Y,365,2026-02-24,CUST1537
2025-02-10,Medical,837.0,987.66,Atlanta,Paid,Bank Transfer,2025-02-10,1Y,365,2026-02-09,CUST1538
2025-09-15,Medical,1004.0,1184.72,Los Angeles,Paid,Online,2025-09-15,1Y,365,2026-09-14,CUST1539
2025-08-14,Other,836.0,986.48,Phoenix,Refunded,Card,2025-08-14,1Y,365,2026-08-13,CUST1540
2025-06-23,Motor,995.0,1174.1,Atlanta,Paid,Online,2025-06-23,1Y,365,2026-06-22,CUST1541
2025-03-29,Motor,1010.0,1191.8,Dallas,Paid,Card,2025-03-29,1Y,365,2026-03-28,CUST1542
2025-02-02,Medical,1099.0,1296.82,New York,Pending,Cash,2025-02-02,3M,90,2025-05-02,CUST1543
2025-07-27,Medical,832.0,981.76,Boston,Pending,Online,2025-07-27,1Y,365,2026-07-26,CUST1544
2025-03-25,Motor,839.0,990.02,,Paid,Card,2025-03-25,1Y,365,2026-03-24,CUST1545
2025-08-03,Motor,709.0,836.62,Phoenix,Pending,Card,2025-08-03,1Y,365,2026-08-02,CUST1546
2025-09-08,Motor,814.0,960.52,Phoenix,Paid,Online,2025-09-08,1Y,365,2026-09-07,CUST1547
2025-11-06,Motor,812.0,958.16,Dallas,Paid,Online,2025-11-06,1Y,365,2026-11-05,CUST1548
2025-06-29,Motor,881.0,1039.58,New York,Paid,Card,2025-06-29,1Y,365,2026-06-28,CUST1549
2025-01-02,Medical,868.0,1024.24,New York,Paid,Bank Transfer,2025-01-02,1Y,365,2026-01-01,CUST1550
2025-04-13,Other,1043.0,1230.74,Dallas,Failed,Online,2025-04-13,1Y,365,2026-04-12,CUST1551
2025-11-07,Medical,1010.0,1191.8,New York,Pending,Card,2025-11-07,3M,90,2026-02-04,CUST1552
2025-07-14,Travel,992.0,1170.56,Houston,Paid,Bank Transfer,2025-07-14,1Y,365,2026-07-13,CUST1553
2025-08-14,Medical,702.0,828.36,Dallas,Paid,Card,2025-08-14,1Y,365,2026-08-13,CUST1554
2025-06-16,Motor,889.0,1049.02,Miami,Failed,Card,2025-06-16,1Y,365,2026-06-15,CUST1555
2025-03-01,Motor,992.0,1170.56,Los Angeles,Paid,Online,2025-03-01,1Y,365,2026-02-28,CUST1556
2025-11-23,Medical,798.0,941.64,Los Angeles,Paid,Card,2025-11-23,1M,30,2025-12-22,CUST1557
2025-10-09,Travel,870.0,1026.6,Boston,Paid,Online,2025-10-09,1Y,365,2026-10-08,CUST1558
2025-12-29,Medical,,,Chicago,Paid,Bank Transfer,2025-12-29,1Y,365,2026-12-28,CUST1559
2025-11-08,Medical,1018.0,1201.24,New York,Paid,Bank Transfer,2025-11-08,6M,180,2026-05-06,CUST1560
2025-04-16,Medical,1042.0,1229.56,Los Angeles,Refunded,Card,2025-04-16,1Y,365,2026-04-15,CUST1561
2025-04-03,Medical,872.0,1028.96,Los Angeles,Paid,Card,2025-04-03,1Y,365,2026-04-02,CUST1562
2025-04-01,Medical,860.0,1014.8,Boston,Paid,Online,2025-04-01,1Y,365,2026-03-31,CUST1563
2025-12-01,Motor,853.0,1006.54,Los Angeles,Pending,Cash,2025-12-01,1Y,365,2026-11-30,CUST1564
2025-07-22,Motor,968.0,1142.24,New York,Paid,Cash,2025-07-22,1Y,365,2026-07-21,CUST1565
2025-06-15,Travel,868.0,1024.24,Houston,Pending,Card,2025-06-15,1M,30,2025-07-14,CUST1566
2025-12-19,Motor,,,New York,Paid,Card,2025-12-19,1Y,365,2026-12-18,CUST1567
2025-08-08,Medical,767.0,905.06,Los Angeles,Paid,Card,2025-08-08,1Y,365,2026-08-07,CUST1568
2025-11-28,Travel,891.0,1051.38,Boston,,Cash,2025-11-28,1Y,365,2026-11-27,CUST1569
2025-12-25,Motor,795.0,938.1,Miami,Pending,Card,2025-12-25,1Y,365,2026-12-24,CUST1570
2025-01-29,Motor,910.0,1073.8,New York,Pending,Bank Transfer,2025-01-29,1Y,365,2026-01-28,CUST1571
2025-05-12,Motor,1056.0,1246.08,Chicago,Pending,Bank Transfer,2025-05-12,1Y,365,2026-05-11,CUST1572
2025-09-25,Medical,1011.0,1192.98,New York,Paid,Card,2025-09-25,1Y,365,2026-09-24,CUST1573
2025-10-23,Motor,891.0,1051.38,New York,Paid,Cash,2025-10-23,1Y,365,2026-10-22,CUST1574
2025-02-24,Travel,1091.0,1287.38,Phoenix,Pending,Bank Transfer,2025-02-24,1Y,365,2026-02-23,CUST1575
2025-04-26,Motor,1093.0,1289.74,Houston,Paid,Online,2025-04-26,1Y,365,2026-04-25,CUST1576
2025-07-19,Motor,878.0,1036.04,Dallas,Pending,Card,2025-07-19,1Y,365,2026-07-18,CUST1577
2025-10-18,Medical,1006.0,1187.08,Atlanta,Paid,Bank Transfer,2025-10-18,1Y,365,2026-10-17,CUST1578
2025-02-11,Motor,837.0,987.66,Los Angeles,Paid,Card,2025-02-11,1Y,365,2026-02-10,CUST1579
2025-08-07,Travel,1052.0,1241.36,Atlanta,Pending,Online,2025-08-07,6M,180,2026-02-02,CUST1580
2025-04-18,Other,849.0,1001.82,Houston,Paid,Bank Transfer,2025-04-18,1Y,365,2026-04-17,CUST1581
2025-03-20,Medical,803.0,947.54,Los Angeles,Paid,Card,2025-03-20,1Y,365,2026-03-19,CUST1582
2025-07-07,Travel,753.0,888.54,Seattle,Paid,Online,2025-07-07,1Y,365,2026-07-06,CUST1583
2025-05-31,Travel,1037.0,1223.66,New York,Failed,Bank Transfer,2025-05-31,1Y,365,2026-05-30,CUST1584
2025-08-20,Medical,819.0,966.42,Phoenix,Paid,Card,2025-08-20,3M,90,2025-11-17,CUST1585
2025-04-26,Motor,1026.0,1210.68,Dallas,Paid,Bank Transfer,2025-04-26,1Y,365,2026-04-25,CUST1586
2025-10-27,Travel,734.0,866.12,Los Angeles,Pending,Card,2025-10-27,1Y,365,2026-10-26,CUST1587
2025-01-29,Travel,900.0,1062.0,Seattle,Paid,Online,2025-01-29,1Y,365,2026-01-28,CUST1588
2025-11-10,Motor,871.0,1027.78,Los Angeles,Failed,Cash,2025-11-10,1Y,365,2026-11-09,CUST1589
2025-01-11,Motor,875.0,1032.5,Seattle,Pending,Cash,2025-01-11,6M,180,2025-07-09,CUST1590
2025-09-25,Motor,767.0,905.06,New York,Paid,Online,2025-09-25,6M,180,2026-03-23,CUST1591
2025-05-07,Motor,729.0,860.22,New York,Failed,Cash,2025-05-07,1Y,365,2026-05-06,CUST1592
2025-05-20,Medical,838.0,988.84,Chicago,Paid,Card,2025-05-20,1Y,365,2026-05-19,CUST1593
2025-01-07,Motor,,,Seattle,Paid,Card,2025-01-07,1Y,365,2026-01-06,CUST1594
2025-09-13,Travel,1018.0,1201.24,New York,Paid,Card,2025-09-13,1Y,365,2026-09-12,CUST1595
2025-03-02,Travel,885.0,1044.3,Atlanta,Paid,Online,2025-03-02,6M,180,2025-08-28,CUST1596
2025-08-28,Travel,798.0,941.64,Los Angeles,Paid,Online,2025-08-28,1Y,365,2026-08-27,CUST1597
2025-09-21,Medical,805.0,949.9,Houston,Paid,Cash,2025-09-21,6M,180,2026-03-19,CUST1598
2025-11-04,Medical,945.0,1115.1,Chicago,Paid,Card,2025-11-04,1Y,365,2026-11-03,CUST1599
2025-09-15,Other,874.0,1031.32,New York,Paid,Card,2025-09-15,1Y,365,2026-09-14,CUST1600
2025-04-20,Medical,1061.0,1251.98,Boston,Paid,Online,2025-04-20,1Y,365,2026-04-19,CUST1601
2025-09-26,Motor,876.0,1033.68,Chicago,Pending,Card,2025-09-26,1Y,365,2026-09-25,CUST1602
2025-10-28,Motor,927.0,1093.86,Miami,Paid,Bank Transfer,2025-10-28,1Y,365,2026-10-27,CUST1603
2025-04-26,Medical,725.0,855.5,Phoenix,Paid,Card,2025-04-26,1Y,365,2026-04-25,CUST1604
2025-02-15,Motor,777.0,916.86,Houston,Paid,Card,2025-02-15,1Y,365,2026-02-14,CUST1605
2025-11-20,Travel,1040.0,1227.2,Phoenix,Paid,Cash,2025-11-20,1Y,365,2026-11-19,CUST1606
2025-02-23,Motor,838.0,988.84,Atlanta,Paid,Online,2025-02-23,1Y,365,2026-02-22,CUST1607
2025-08-05,Medical,868.0,1024.24,Miami,Paid,Cash,2025-08-05,1M,30,2025-09-03,CUST1608
2025-03-28,Other,936.0,1104.48,Houston,Paid,Bank Transfer,2025-03-28,1Y,365,2026-03-27,CUST1609
2025-02-15,Other,723.0,853.14,Miami,Pending,Card,2025-02-15,1Y,365,2026-02-14,CUST1610
2025-10-10,Medical,903.0,1065.54,Phoenix,Paid,Online,2025-10-10,1Y,365,2026-10-09,CUST1611
2025-02-22,Motor,838.0,988.84,Chicago,Paid,Bank Transfer,2025-02-22,1Y,365,2026-02-21,CUST1612
2025-09-01,Motor,759.0,895.62,Miami,Pending,Bank Transfer,2025-09-01,3M,90,2025-11-29,CUST1613
2025-09-10,Other,867.0,1023.06,Chicago,Paid,Cash,2025-09-10,1Y,365,2026-09-09,CUST1614
2025-01-22,Motor,879.0,1037.22,,Paid,Card,2025-01-22,1Y,365,2026-01-21,CUST1615
2025-03-04,Motor,774.0,913.32,Boston,Paid,Card,2025-03-04,1Y,365,2026-03-03,CUST1616
2025-10-17,Motor,917.0,1082.06,Boston,Paid,Online,2025-10-17,1Y,365,2026-10-16,CUST1617
2025-07-04,Medical,999.0,1178.82,Seattle,Paid,Bank Transfer,2025-07-04,1Y,365,2026-07-03,CUST1618
2025-02-14,Medical,807.0,952.26,Phoenix,Paid,Card,2025-02-14,1Y,365,2026-02-13,CUST1619
2025-12-28,Travel,1087.0,1282.66,Dallas,Paid,Card,2025-12-28,1Y,365,2026-12-27,CUST1620
2025-04-07,Medical,945.0,1115.1,New York,Refunded,Online,2025-04-07,3M,90,2025-07-05,CUST1621
2025-01-02,Medical,1010.0,1191.8,Houston,Paid,Bank Transfer,2025-01-02,1Y,365,2026-01-01,CUST1622
2025-12-03,Motor,728.0,859.04,Los Angeles,Paid,Bank Transfer,2025-12-03,1Y,365,2026-12-02,CUST1623
2025-01-07,Travel,1007.0,1188.26,New York,Paid,Card,2025-01-07,1Y,365,2026-01-06,CUST1624
2025-07-21,Other,834.0,984.12,Boston,Pending,Online,2025-07-21,1Y,365,2026-07-20,CUST1625
2025-12-28,Medical,984.0,1161.12,Seattle,Paid,Online,2025-12-28,1Y,365,2026-12-27,CUST1626
2025-07-30,Travel,1022.0,1205.96,Houston,Paid,Bank Transfer,2025-07-30,1Y,365,2026-07-29,CUST1627
2025-08-01,Medical,800.0,944.0,Los Angeles,Paid,Card,2025-08-01,1Y,365,2026-07-31,CUST1628
2025-05-22,Travel,803.0,947.54,Miami,Pending,Cash,2025-05-22,1Y,365,2026-05-21,CUST1629
2025-02-16,Medical,723.0,853.14,Chicago,Paid,Online,2025-02-16,1Y,365,2026-02-15,CUST1630
2025-07-28,Medical,942.0,1111.56,Seattle,,Cash,2025-07-28,1Y,365,2026-07-27,CUST1631
2025-11-23,Motor,1010.0,1191.8,Boston,Paid,Online,2025-11-23,1Y,365,2026-11-22,CUST1632
2025-02-03,Travel,864.0,1019.52,Los Angeles,Paid,Bank Transfer,2025-02-03,1Y,365,2026-02-02,CUST1633
2025-11-17,Medical,764.0,901.52,Los Angeles,Paid,Card,2025-11-17,6M,180,2026-05-15,CUST1634
2025-06-01,Other,826.0,974.68,Los Angeles,Paid,Bank Transfer,2025-06-01,1Y,365,2026-05-31,CUST1635
2025-07-15,Motor,861.0,1015.98,New York,Paid,Online,2025-07-15,1Y,365,2026-07-14,CUST1636
2025-03-02,Other,1067.0,1259.06,Chicago,Pending,Card,2025-03-02,1Y,365,2026-03-01,CUST1637
2025-08-15,Medical,749.0,883.82,New York,Failed,Card,2025-08-15,1Y,365,2026-08-14,CUST1638
2025-03-08,Motor,837.0,987.66,New York,Paid,Cash,2025-03-08,1Y,365,2026-03-07,CUST1639
2025-04-10,Medical,955.0,1126.9,Los Angeles,Paid,Card,2025-04-10,1Y,365,2026-04-09,CUST1640
2025-09-20,Travel,794.0,936.92,New York,Paid,Online,2025-09-20,1Y,365,2026-09-19,CUST1641
2025-01-19,Other,1054.0,1243.72,Dallas,Paid,Card,2025-01-19,1Y,365,2026-01-18,CUST1642
2025-06-12,Motor,1064.0,1255.52,New York,,Card,2025-06-12,1Y,365,2026-06-11,CUST1643
2025-08-05,Travel,852.0,1005.36,Seattle,Paid,Card,2025-08-05,1Y,365,2026-08-04,CUST1644
2025-02-18,Medical,999.0,1178.82,Los Angeles,Failed,Cash,2025-02-18,1Y,365,2026-02-17,CUST1645
2025-04-18,Travel,1003.0,1183.54,New York,Paid,Cash,2025-04-18,1Y,365,2026-04-17,CUST1646
2025-05-06,Motor,973.0,1148.14,New York,Pending,Bank Transfer,2025-05-06,3M,90,2025-08-03,CUST1647
2025-08-30,Motor,774.0,913.32,Miami,Paid,Bank Transfer,2025-08-30,1Y,365,2026-08-29,CUST1648
2025-12-22,Motor,719.0,848.42,Los Angeles,Paid,Card,2025-12-22,3M,90,2026-03-21,CUST1649
2025-11-01,Motor,839.0,990.02,Houston,,Cash,2025-11-01,1Y,365,2026-10-31,CUST1650
2025-03-11,Medical,752.0,887.36,New York,Paid,Online,2025-03-11,1Y,365,2026-03-10,CUST1651
2025-01-07,Medical,817.0,964.06,Boston,Paid,Cash,2025-01-07,1Y,365,2026-01-06,CUST1652
2025-01-19,Motor,955.0,1126.9,New York,Paid,Card,2025-01-19,1Y,365,2026-01-18,CUST1653
2025-08-05,Travel,936.0,1104.48,Chicago,Paid,Bank Transfer,2025-08-05,1Y,365,2026-08-04,CUST1654
2025-02-26,Medical,783.0,923.94,Seattle,Paid,Card,2025-02-26,1Y,365,2026-02-25,CUST1655
2025-03-26,Medical,707.0,834.26,Los Angeles,Paid,Card,2025-03-26,1Y,365,2026-03-25,CUST1656
2025-11-05,Medical,790.0,932.2,Los Angeles,Paid,Card,2025-11-05,1Y,365,2026-11-04,CUST1657
2025-11-15,Medical,882.0,1040.76,Seattle,Paid,Card,2025-11-15,6M,180,2026-05-13,CUST1658
2025-11-02,Medical,1012.0,1194.16,Los Angeles,Refunded,Card,2025-11-02,1Y,365,2026-11-01,CUST1659
2025-04-03,Other,846.0,998.28,New York,Paid,Cash,2025-04-03,3M,90,2025-07-01,CUST1660
2025-08-14,Travel,814.0,960.52,Chicago,Paid,Card,2025-08-14,1Y,365,2026-08-13,CUST1661
2025-08-11,Medical,921.0,1086.78,New York,Paid,Cash,2025-08-11,1Y,365,2026-08-10,CUST1662
2025-03-09,Medical,728.0,859.04,Atlanta,Paid,Online,2025-03-09,1Y,365,2026-03-08,CUST1663
2025-07-21,Motor,790.0,932.2,Miami,Paid,Bank Transfer,2025-07-21,1Y,365,2026-07-20,CUST1664
2025-07-11,Travel,714.0,842.52,Phoenix,Paid,Bank Transfer,2025-07-11,1Y,365,2026-07-10,CUST1665
2025-05-25,Motor,910.0,1073.8,Los Angeles,Paid,Cash,2025-05-25,1Y,365,2026-05-24,CUST1666
2025-10-01,Medical,877.0,1034.86,Miami,Paid,Card,2025-10-01,1Y,365,2026-09-30,CUST1667
2025-09-04,Medical,933.0,1100.94,Miami,Paid,Card,2025-09-04,1Y,365,2026-09-03,CUST1668
2025-07-13,Medical,947.0,1117.46,New York,Failed,Bank Transfer,2025-07-13,1M,30,2025-08-11,CUST1669
2025-09-22,Motor,858.0,1012.44,Atlanta,Refunded,Online,2025-09-22,1Y,365,2026-09-21,CUST1670
2025-10-05,Other,1048.0,1236.64,Phoenix,Paid,Online,2025-10-05,1Y,365,2026-10-04,CUST1671
2025-07-26,Motor,1068.0,1260.24,Dallas,,Online,2025-07-26,1Y,365,2026-07-25,CUST1672
2025-04-08,Medical,744.0,877.92,Los Angeles,Paid,Cash,2025-04-08,1Y,365,2026-04-07,CUST1673
2025-10-04,Motor,1068.0,1260.24,New York,Paid,Bank Transfer,2025-10-04,1Y,365,2026-10-03,CUST1674
2025-09-19,Medical,778.0,918.04,Miami,Paid,Online,2025-09-19,1Y,365,2026-09-18,CUST1675
2025-12-24,Medical,799.0,942.82,Dallas,Paid,Online,2025-12-24,1Y,365,2026-12-23,CUST1676
2025-02-24,Medical,912.0,1076.16,Chicago,Paid,Bank Transfer,2025-02-24,1Y,365,2026-02-23,CUST1677
2025-06-02,Travel,711.0,838.98,New York,Paid,Online,2025-06-02,1Y,365,2026-06-01,CUST1678
2025-12-03,Motor,,,Seattle,Paid,Online,2025-12-03,1Y,365,2026-12-02,CUST1679
2025-07-07,Medical,778.0,918.04,Los Angeles,Refunded,Bank Transfer,2025-07-07,1Y,365,2026-07-06,CUST1680
2025-12-10,Motor,893.0,1053.74,Los Angeles,Failed,Card,2025-12-10,3M,90,2026-03-09,CUST1681
2025-01-05,Medical,1026.0,1210.68,Miami,Paid,Card,2025-01-05,1Y,365,2026-01-04,CUST1682
2025-01-13,Medical,1070.0,1262.6,New York,Paid,Cash,2025-01-13,1Y,365,2026-01-12,CUST1683
2025-10-17,Motor,785.0,926.3,New York,Paid,Card,2025-10-17,6M,180,2026-04-14,CUST1684
2025-05-11,Motor,918.0,1083.24,New York,Paid,Bank Transfer,2025-05-11,1Y,365,2026-05-10,CUST1685
2025-07-09,Motor,890.0,1050.2,Atlanta,Paid,Bank Transfer,2025-07-09,1Y,365,2026-07-08,CUST1686
2025-06-05,Travel,866.0,1021.88,Los Angeles,Failed,Online,2025-06-05,1Y,365,2026-06-04,CUST1687
2025-05-29,Motor,953.0,1124.54,Miami,Paid,Online,2025-05-29,1Y,365,2026-05-28,CUST1688
2025-12-08,Medical,1096.0,1293.28,Boston,Paid,Cash,2025-12-08,1Y,365,2026-12-07,CUST1689
2025-02-04,Travel,862.0,1017.16,Miami,Refunded,Card,2025-02-04,1Y,365,2026-02-03,CUST1690
2025-10-09,Travel,726.0,856.68,Houston,Paid,Card,2025-10-09,1Y,365,2026-10-08,CUST1691
2025-11-20,Other,1067.0,1259.06,Houston,Paid,Cash,2025-11-20,1Y,365,2026-11-19,CUST1692
2025-08-28,Motor,1073.0,1266.14,Chicago,Pending,Card,2025-08-28,1Y,365,2026-08-27,CUST1693
2025-05-24,Other,829.0,978.22,Phoenix,Pending,Bank Transfer,2025-05-24,6M,180,2025-11-19,CUST1694
2025-02-28,Motor,901.0,1063.18,,Paid,Online,2025-02-28,1Y,365,2026-02-27,CUST1695
2025-09-06,Motor,1045.0,1233.1,Dallas,Pending,Bank Transfer,2025-09-06,1Y,365,2026-09-05,CUST1696
2025-06-20,Motor,902.0,1064.36,Chicago,Paid,Bank Transfer,2025-06-20,1Y,365,2026-06-19,CUST1697
2025-02-24,Travel,892.0,1052.56,Los Angeles,Paid,Cash,2025-02-24,1Y,365,2026-02-23,CUST1698
2025-05-11,Medical,1069.0,1261.42,Atlanta,Paid,Online,2025-05-11,1Y,365,2026-05-10,CUST1699
2025-12-17,Motor,1032.0,1217.76,New York,Pending,Card,2025-12-17,1Y,365,2026-12-16,CUST1700
2025-04-07,Other,903.0,1065.54,Seattle,Pending,Bank Transfer,2025-04-07,1Y,365,2026-04-06,CUST1701
2025-03-06,Motor,764.0,901.52,Los Angeles,Paid,Card,2025-03-06,1Y,365,2026-03-05,CUST1702
2025-09-06,Medical,,,Miami,Paid,Bank Transfer,2025-09-06,1Y,365,2026-09-05,CUST1703
2025-03-14,Motor,971.0,1145.78,Seattle,Pending,Card,2025-03-14,1Y,365,2026-03-13,CUST1704
2025-12-01,Other,809.0,954.62,Houston,Paid,Bank Transfer,2025-12-01,1Y,365,2026-11-30,CUST1705
2025-11-09,Medical,915.0,1079.7,New York,Paid,Cash,2025-11-09,1Y,365,2026-11-08,CUST1706
2025-12-25,Travel,964.0,1137.52,Seattle,Pending,Card,2025-12-25,1Y,365,2026-12-24,CUST1707
2025-11-29,Travel,734.0,866.12,Chicago,Paid,Bank Transfer,2025-11-29,1Y,365,2026-11-28,CUST1708
2025-03-30,Medical,928.0,1095.04,Los Angeles,Paid,Card,2025-03-30,1Y,365,2026-03-29,CUST1709
2025-03-19,Medical,995.0,1174.1,Houston,Paid,Card,2025-03-19,1Y,365,2026-03-18,CUST1710
2025-05-05,Motor,785.0,926.3,Chicago,Paid,Card,2025-05-05,1Y,365,2026-05-04,CUST1711
2025-06-21,Medical,919.0,1084.42,Miami,Pending,Card,2025-06-21,1M,30,2025-07-20,CUST1712
2025-11-17,Motor,984.0,1161.12,New York,Paid,Online,2025-11-17,1Y,365,2026-11-16,CUST1713
2025-09-24,Travel,717.0,846.06,Chicago,Paid,Online,2025-09-24,1Y,365,2026-09-23,CUST1714
2025-08-23,Motor,958.0,1130.44,Atlanta,Paid,Cash,2025-08-23,6M,180,2026-02-18,CUST1715
2025-11-16,Medical,804.0,948.72,New York,Paid,Bank Transfer,2025-11-16,1Y,365,2026-11-15,CUST1716
2025-08-24,Motor,,,Houston,Paid,Cash,2025-08-24,1Y,365,2026-08-23,CUST1717
2025-05-18,Other,959.0,1131.62,Miami,Paid,Online,2025-05-18,1Y,365,2026-05-17,CUST1718
2025-05-31,Medical,701.0,827.18,Atlanta,Paid,Bank Transfer,2025-05-31,3M,90,2025-08-28,CUST1719
2025-07-08,Medical,706.0,833.08,Phoenix,Paid,Card,2025-07-08,1Y,365,2026-07-07,CUST1720
2025-02-02,Motor,879.0,1037.22,Seattle,Paid,Cash,2025-02-02,1Y,365,2026-02-01,CUST1721
2025-09-27,Medical,1080.0,1274.4,Los Angeles,Paid,Online,2025-09-27,6M,180,2026-03-25,CUST1722
2025-08-26,Travel,702.0,828.36,Chicago,Paid,Card,2025-08-26,1Y,365,2026-08-25,CUST1723
2025-09-24,Travel,1016.0,1198.88,Boston,Paid,Bank Transfer,2025-09-24,1M,30,2025-10-23,CUST1724
2025-07-14,Other,730.0,861.4,Atlanta,Paid,Card,2025-07-14,1Y,365,2026-07-13,CUST1725
2025-10-12,Medical,896.0,1057.28,Phoenix,Paid,Card,2025-10-12,3M,90,2026-01-09,CUST1726
2025-12-12,Motor,872.0,1028.96,Houston,Paid,Cash,2025-12-12,1Y,365,2026-12-11,CUST1727
2025-07-27,Motor,887.0,1046.66,Houston,Pending,Card,2025-07-27,1Y,365,2026-07-26,CUST1728
2025-06-11,Medical,732.0,863.76,New York,Paid,Online,2025-06-11,6M,180,2025-12-07,CUST1729
2025-02-08,Travel,1002.0,1182.36,Atlanta,Pending,Cash,2025-02-08,1Y,365,2026-02-07,CUST1730
2025-10-11,Travel,810.0,955.8,Seattle,Pending,Card,2025-10-11,1Y,365,2026-10-10,CUST1731
2025-11-26,Travel,1009.0,1190.62,Houston,Paid,Online,2025-11-26,1Y,365,2026-11-25,CUST1732
2025-09-12,Motor,962.0,1135.16,Los Angeles,Paid,Cash,2025-09-12,6M,180,2026-03-10,CUST1733
2025-11-12,Other,921.0,1086.78,Los Angeles,Paid,Bank Transfer,2025-11-12,1Y,365,2026-11-11,CUST1734
2025-11-10,Motor,,,New York,Paid,Bank Transfer,2025-11-10,6M,180,2026-05-08,CUST1735
2025-10-18,Other,961.0,1133.98,Dallas,Paid,Online,2025-10-18,1Y,365,2026-10-17,CUST1736
2025-07-03,Medical,1100.0,1298.0,Phoenix,Paid,Card,2025-07-03,1Y,365,2026-07-02,CUST1737
2025-02-06,Motor,1070.0,1262.6,Los Angeles,Pending,Card,2025-02-06,1Y,365,2026-02-05,CUST1738
2025-01-02,Travel,1067.0,1259.06,Miami,Paid,Card,2025-01-02,6M,180,2025-06-30,CUST1739
2025-03-16,Medical,788.0,929.84,Boston,Pending,Card,2025-03-16,1Y,365,2026-03-15,CUST1740
2025-06-06,Other,934.0,1102.12,New York,Pending,Cash,2025-06-06,1Y,365,2026-06-05,CUST1741
2025-09-28,Travel,859.0,1013.62,Houston,Paid,Card,2025-09-28,1Y,365,2026-09-27,CUST1742
2025-06-15,Travel,1087.0,1282.66,Houston,Failed,Bank Transfer,2025-06-15,3M,90,2025-09-12,CUST1743
2025-01-09,Medical,1080.0,1274.4,New York,Refunded,Bank Transfer,2025-01-09,1Y,365,2026-01-08,CUST1744
2025-03-18,Medical,1048.0,1236.64,Houston,Paid,Online,2025-03-18,1Y,365,2026-03-17,CUST1745
